@relation movieComments
@attribute comments string
@attribute lables integer
@data
' music  student  think  movie  take  place  conservatory  might  fun  watch  .  little  know  ...  no  idea  movie  base  on  book  britney  spear  movie  implausible  throughout  .  obvious  whoever  write  script  never  set  foot  conservatory  know  thing  classical  music  .  let  give  examples  no  way  anyone  would  admit  classical  conservatory  no  classical  train  whatsoever  nice  pop  voice  enough  besides  different  thing  altogether  another  genre  different  technique  .  like  play  violin  apply  viola  class  .  come  lady  teach  music  theory  sing  jury  sing  professor  would  no  say  situation  like  sing  professor  tell  able  read  music  necessity  major  music  .  angela  get  hold  video  tape  would  keep  confidential  jury  eye  .  either  get  tape  one  professors  script  writers  clue  .  wonder  ...  sing  professor  give  holly  carmen  song  say  range  clearly  not  .  yes  able  sing  note  carmen  mezzo  soprano  holly  voice  seem  much  lighter  timbre  not  compatible  song  .  worst  not  movie  show  shock  ignorance  come  classical  music  even  try  hide  .  aria  angela  sing  mutilate  beyond  recognition  fact  painfully  blatant  recital  cut  short  disgraceful  way  mozart  would  roll  grave  .  habanera  carmen  sound  bite  weird  time  too  way  rearrange  end  show  little  producers  really  think  classical  music  stiff  bore  hey  add  drum  electric  guitars  almost  good  britney  spear  know  minor  detail  would  easy  avoid  little  research  .  anyhow  might  choose  suspend  disbelief  character  plot  well  elaborate  .  without  really  find  redeem  qualities  movie  except  one  good  laugh  .',-1
' great  not  another  teen  movie  actually  put  end  stupid  pointless  get  sex  teen  movies  perfect  world  yes  .  yet  one  even  worse  .  one  not  humiliate  star  humiliate  distributor  .  joke  basically  college  students  expose  stuff  people  probably  no  interest  see  yet  funny  .  devon  sawa  actually  good  final  destination  plain  dull  movie  .  make  wonder  bad  on  purpose  .  grade  f',-1
' comedy  movie  boast  marvelous  soundtrack  on  back  cover  know  not  deal  top  notch  movie  .  rent  movie  friends  expect  get  chuckle  overall  get  laugh  make  fun  movie  .  choose  worse  movie.the  movie  may  alright  change  .  first  comedy  painful  .  physical  gag  poorly  perform  place  .  fat  kid  movie  make  us  want  kill  bless  try  scene  scene  out  like  puppy  beg  love  .  pull  movie  everything  might  bearable  .  funny  joke  believe  one  group  boys  steal  one  parent  porn  movies  turn  out  gay  porn  .  best  sum  up  comedy  simply  tell  open  gag  fat  kid  .  wear  puke  stain  shirt  talk  not  know  something  done.to  finish  editor  movie  could  save  movie  remove  fat  kid  cut  out  minutes  school  scenes  make  end  longer  thirty  second  random  bickering.oh  btw  two  good  elements  movie  possess  .  kadeem  hardison  play  role  wonderfully  perform  joke  none  miss  appreciate  .  redeem  element  movie  beautiful  mrs.  ali  landry  .  character  ignore  movie  shame.don  waste  time  even  rent  one  .  appeal  part  target  audience  male  .',-1
' movie  mediocrity  laziness  thoughtlessness  write  .  go  movie  vampires  thousands  time  already  better  damn  good  job  .  first  say  movie  not  cut  .  scary  horror  movies  fail  break  mold  let  us  something  forbid  forsake  sake  fun  stories  lie  clich  .  one  sadly  no  different  like  scary  movies  venture  down  road  no  go  back.and  end  heroes  job  throughout  movie  mysteriously  get  wrap  up  moment  not  job  end  end  anti  climatic  spell  part  never  watch  .  terrible  movie  .',-1
' tv  show  update  fresh  female  flesh  raunchy  language  .  dukes  hazzard  pass  not  repeat  whenever  front  television  either  new  york  california  probably  would  watch  .  still  somewhere  like  clip  accompany  film  update  release  know  fast  orange  dodge  charger  general  lee  still  good  go.hunky  cousins  seann  william  scott  johnny  knoxville  bo  luke  duke  new  riders  orange  sage  .  beautiful  jessica  simpson  daisy  fill  skimpy  short  well  even  arouse  pink  bikini  beat  competition  dormitory  full  bounce  topless  coeds  .  too  stupid  plot  involve  gray  burt  reynolds  boss  hogg  threaten  turn  hazzard  county  strip  mine  .  dukes  hazzard  jay  chandrasekhar  seann  william  scott  johnny  knoxville  jessica  simpson  burt  reynolds',-1
' review  may  contain  spoilers.the  remake  classic  car  chase  movie  go  second  begin  well  .  actually  well  act  plot  move  quite  well  .  even  big  hollywood  budget  change  fact  original  plot  believable  .  know  original  plot  thieve  work  insurance  inspectors  .  would  suspect  .  even  change  nearly  every  aspect  h.b  .  halicki  original  remake  good  movie  get  final  chase  scene  part  version  make  great  .  one  version  water  down  minutes  culminate  monster  special  effect  take  believability  out  chase  .  original  chase  believable  star  stunt  driver  stunt  remake  fall  flat  last  minutes  .  advice  want  watch  classic  car  chase  film  fine  original  bargain  bin  local  rental  joint  stay  clear  new  remake  .',-1
' although  get  favorable  press  play  toronto  intl  .  film  festival  number  reason  not  expect  too  much  .  one  ultra  low  budget  canadian  film  .  two  write  direct  star  person  usually  bad  sign  unless  woody  allen  george  clooney  one  two  respect  filmmakers  .  despite  watch  lower  expectations  still  turn  out  far  bigger  disappointment  think  possible.in  nutshell  bad  script  bad  act  terrible  direct  waste  time  money  on  turkey  .  claim  comedy  laugh  twice  .  plus  awful  music  blare  throughout  .  get  attention  never  know  .',-1
' movie  offer  nothing  anyone  .  succeed  on  level  .  act  horrible  dull  long  wind  dribble  .  obviously  length  end  sex  scene  try  shock  end  up  pretty  much  parody  film  aim  .  complete  garbage  believe  laughable  movie  was.and  sure  rosario  dawson  end  up  film  though  would  jar  break  away  indi  hit  wow  nc  movie  .  problem  no  adult  go  stick  film  film  play  out  like  uninteresting  episode  oc  something  aim  teens  .  pathetic  .',-1
' film  flagrant  rip  one  best  novels  time  silas  marner  george  eliot.the  detail  film  show  on  imdb  give  acknowledgement  original  author  not  see  begin  film  credit  end  say  suggest  book  silas  marner  .  suggest  nothing  complete  rip  essential  elements  story  wrong  sad  old  man  artisan  poor  lonely  money  steal  .  one  night  child  wander  up  door  mother  lie  die  snow  outside  .  man  take  bring  up  one  day  local  squire  rich  politician  demand  adopt  child  .  father  child  illicit  affair  years  .  battle  ensue  legal  custody  child.in  every  aspect  film  story  exactly  .  one  find  difference  .  silas  marner  epilepsy  perhaps  would  strain  act  abilities  mr  martin  too  far  .  on  top  hair  dye  carrot  juice  concoction  presumably  make  look  younger  actually  make  look  clown  also  addition  meaningless  joke  offbeat  comedian  not  resist  bring  story  no  part  detract  profoundness  story  .  like  child  cry  courthouse  declare  happy  man  father  years  .  convey  film  girl  apply  nasal  decongestant  bridge  nose  make  tearful  surprise  legalities  integrity  within  film  industry  permit  film  make  .  trustee  george  eliot  would  insist  on  reparation  .  steve  martin  would  send  profit  estate  poor  .  least  entitle  silas  marner  adapt  martin  .  better  still  remove  archive  interest  story  hope  dismiss  completely  watch  silas  marner  .  read  book  bbc  make  excellent  adaptation  .',-1
' watch  minutes  film  finally  get  sick  get  bludgeon  head  movie  .  soundtrack  call  plot  every  actor  .  like  think  main  part  movie  scream  notice  .  bad  guy  bad  guy  music  go  on  say  sinister  bad  guy  like  things  case  quite  catch  on  .  good  guy  brave  noble  things  case  know  good  guy  .  oh  lord  plane  scene  .  husband  miss  oh  god  impossible  get  up  stretch  legs  go  toilet  anything  must  miss  yes  know  clothe  still  honestly  wake  up  start  panic  even  time  look  damn  seat  .  religious  girl  want  apologize  world  waste  film  print  on.and  want  minutes  back  .',-1
' could  engage  emotionally  charge  character  study  totally  undermine  predictable  factor  .  fox  ok  nathaniel  ayers  julliard  train  musician  dream  play  walt  disney  orchestra  bouts  schizophrenia  drive  street  ultimately  skid  row  .  look  good  story  boost  flag  career  reporter  steve  lopez  robert  rehab  downey  get  know  tell  story  .  take  every  element  classic  hit  skid  movies  borrow  liberally  beautiful  mind  take  bogus  feel  good  attitude  film  like  rocky  pick  sequel  number  whip  up  too  much  style  melodrama  leave  on  screen  burn  out  movie  .  corny  trite  utterly  predictable  play  way  too  often  on  sentiments  .  hate  say  kind  movie  say  hat  people  give  bad  look  .  really  wish  could  say  something  positive  film  really  t.  act  redeem  somewhat  not  enough  give  one  star  .  strictly  make  tv  movie  stuff  .  not  worth  time  .',-1
' like  charlie  angels  inspector  gadget  thunderbirds  tv  series  turn  full  length  film  get  ruin  hundreds  people  watch  .  basically  duke  cousins  luke  johnny  knoxville  bo  seann  william  scott  hazzard  county  spend  lot  time  drive  fast  general  lee  .  need  get  act  together  stop  family  farm  destroy  along  almost  whole  town  nasty  jefferson  davis  boss  hogg  razzie  nominate  burt  reynolds  make  way  huge  coal  mine  .  get  help  along  way  sexy  cousin  daisy  razzie  nominate  jessica  simpson  uncle  jesse  willie  nelson  chase  equally  mean  sheriff  rosco  p.  coltrane  lose  m.c  .  gainey  police  .  also  star  joe  baker  governor  jim  applewhite  jack  polick  deputy  cletus  hogg  david  koechner  cooter  davenport  michael  weston  deputy  enos  strate  lynda  carter  pauline  .  think  reason  give  film  extra  star  couple  impressive  car  stunt  course  gorgeous  body  simpson  admit  legs  quite  catherine  bach  still  besides  pretty  bore  .  nominate  razzies  worst  picture  worst  director  jay  chandrasekhar  worst  remake  sequel  worst  screen  couple  simpson  daisy  dukes  worst  screenplay  .  pretty  poor',-1
' film  incredibly  bad  almost  felt  sick  watch  .  up  point  installments  least  one  good  thing  .  part  suspenseful  gory  .  part  beat  entertain  .  part  interest  great  effect  .  part  great  music  good  special  effect  new  entertain  freddy  krueger  .  part  bore  anything  ever  see  .  alice  much  prettier  blond  part  back  boyfriend  dan  .  part  suppose  elm  street  installment  turn  daytime  soap  .  newer  character  seem  harsh  even  sweet  alice  chip  on  shoulder  .  freddy  seem  completely  out  one  .  look  tire  seem  gruesome  .  one  liners  seem  out  place  different  part  could  pretty  funny  .  leslie  bohem  story  never  get  grind  stephen  hopkins  direction  bad  make  grandmother  look  good  whole  plot  movie  ridiculous  unrealistic  .  also  confuse  pretty  stupid  .  avoid  part  cost',-1
' first  would  like  say  everyone  see  movie  actor  play  transvestite  one  friends  name  robert  dugdale  terrific  actor  although  say  much  filmography  several  play  musicals  .  currently  reside  terrace  b.c  .  come  house  almost  every  saturday  laugh  okay  movie  recomend  anyone  see  not  movie  worth  watch  main  reason  find  bad  movie  never  stay  place  keep  bounce  back  time  kind  hard  follow  point  second  really  bore  laugh  although  act  great  movie  compare  .',-1
' love  first  two  movies  movie  waste  time  money  studio  .  still  wonder  make  horrible  movie  .  thing  plastic  gun  toy  car  go  another  house  ridiculous  .  joe  pesci  daniel  stern  first  two  movies  funny  terrorists  one  stupid  not  funny  .  believe  movie  waste  time  .',-1
' see  lot  movies  ...  first  one  ever  walk  out  theater  on  .  even  bother  rent  .  bore  soap  opera  one  see  ...  least  pay  watch  soap  opera  though  .',-1
' wait  see  movie  .  half  way  movie  wait  end  .  white  actors  deliver  line  like  woody  allen  say  say  like  ...  say  line  on  screen  like  try  imitate  woody  allen  .  annoy  .  know  ferrell  really  talk  stumble  word  like  mr.  allen  .  comedy  portion  film  bore  tragedy  definitely  never  funny  even  entertain  .  must  admit  never  major  woody  allen  fan  movie  definitely  not  convert  .  think  write  bad  direction  .  movie  go  down  one  worst  movies  ever  see  .',-1
' okay  ...  see  lot  really  odd  unusual  movies  day  .  fear  loathe  las  vegas  come  mind  think  .  well  not  anymore  ...  on  out  whenever  someone  ask  hey  unusual  movie  ever  see  slipstream  say  not  mean  unusual  good  way.from  begin  movie  obvious  go  one  trippy  camera  effect  movies  .  mean  little  things  like  flash  image  on  screen  rewinding  fast  forward  people  word  scenes  mess  color  on  screen  flash  forward  flash  back  constantly  ...  actual  act  .  people  randomly  get  violent  shoot  things  people  say  weirdest  things  make  much  sense.the  movie  writer  start  intermingle  real  life  book  write  lack  better  way  explain  basically  see  trip  go  on  throughout  movie  .  thing  johnny  depp  go  on  similar  trip  fear  loathe  las  vegas  difference  trip  entertain  watch  not  painful  honestly  real  hard  time  even  finish  slipstream  .  kind  hurt  brain  bit.i  see  film  buff  make  claim  movie  certain  cinematic  nuances  make  not  unique  add  feel  dementia  ...  blah  blah  blah  .  point  movie  hurt  brain  watch  ....  make  little  sense  take  concentration  even  remotely  try  understand  go  on  even  end  thing  happy  ...  say  actually  sit  close  want  see  movie  say  heck  out  loud  head  go  ahead  waste  hour  minutes  check  out.mr  hopkins  applaud  actor  commend  choice  take  stab  direct  ....  please  not  ever  make  movie  like  .  next  time  try  something  rely  little  on  great  storytelling  camera  techniques  tend  leave  viewer  headache  .',-1
' new  alltime  low  among  westerns  .  write  excruciatingly  bad  character  impossible  emphasize  either  disgust  bland  violence  appal  technically  not  convincingly  execute  .  tobey  maguire  show  us  flip  side  talent  sleepwalk  part  expressionless  eye  raspy  voice  betray  mannerism  .  ride  devil  among  five  worst  movie  experience  ever  western  never  surpass  negative  respect  .',-1
' must  confess  see  howlers  time  one  up  worst  .  plot  trouble  follow  .  sex  violence  throw  disorient  distract  really  poorly  put  together  film.i  imagine  cast  look  back  on  end  product  wish  gather  dust  on  shelf  not  disturb  generation  two  .  sadly  case  dvd  .  sit  on  shelf  look  time  time  .',-1
' everything  great  documentary  could  yeah  one  deaf  dumb  blind  .  everything  mean  wit  visual  style  interest  subject  matter  .  aside  .  .  .seriously  volken  .  movie  completely  inauthentic  .  adventure  doc  no  adventure  war  doc  no  feel  war  campy  send  up  no  trace  wit  .  mean  nothing  feel  like  nothing  carry  implicit  message  absolutely  nothing  matter  .  no  wonder  many  imdb  fan  course  go  know  movie  star  great  skip  lipman  no  culture  no  intelligence  no  wit  corrosive  adolescent  jokiness  no  recognizable  human  emotion  mdash  adrenaline  .  darkon  movie  panic  attack  avoid  .  too  many  real  documentaries  too  little  time  life  waste  on  toilet  build  up  darkon  .',-1
' count  on  one  hand  number  good  movies  star  joe  baker  .  not  one  them.interminable  chase  scenes  dim  witted  dialogue  terrible  lapse  continuity  make  movie  prime  choice  get  send  up  on  mst  k.and  way  able  watch  ...',-1
' film  japanese  woman  obsession  calligraphy  on  skin.the  plot  absolutely  bizarre  .  fail  see  sensual  erotic  undertones  .  plot  turn  ancient  art  form  fetishistic  pornography  .  addition  scenes  film  hong  kong  certainly  portray  bad  part  hong  kong  airport  middle  city  poor  live  condition  noise  pollution  .  throughout  whole  film  keep  think  pillow  book  insult  japanese  culture  hong  kong  environment  .  pillow  book  pervert  yet  bore  film  .  seriously  stay  away  .',-1
' say  right  away  check  spoilers  box  give  comment  amount  think  proportional  mess  movie  deserve  want  hold  responsible  plot  point  incidentally  slip  out.this  comment  take  form  tirade  simple  reason  still  influence  movie  watch  unique  effect  render  one  incapable  sort  forethought  paragraph  structure  require  coherent  reason  criticism  .  not  compliment  .  narcotic  effect  truly  hypnotic  think  provoke  movie  .  feel  stir  up  combine  like  uncomfortable  emotional  voltron  compose  confuse  mix  form  rage  vague  desire  take  shower  rudderless  sink  feel  true  betrayal  one  get  realize  give  minutes  live  hand  someone  would  not  squander  pompous  artless  way  .  probably  anything  super  productive  minutes  anyway  even  spend  on  something  trivial  like  power  block  masturbation  online  poker  would  felt  fulfil  say  done.the  problems  movie  myriad  better  time  articulate  exactly  semi  adult  fashion  .  keep  movie  deserve  think  likely  stick  realm  masturbation  joke  cartoon  references.the  irritate  terminal  flaw  watch  movie  one  keenly  aware  makers  participants  think  make  much  smarter  movie  .  demonstrate  depth  knowledge  one  could  pick  up  one  semester  survey  western  art  history  community  college  trade  school  art  jargon  pile  on  thick  directions  much  supply  talk  hero  torture  detective  stan  willem  dafoe  forgive  movie  due  willem  dafoe  accent  antique  dealer  buddy  blair  peter  stormare  take  break  play  sociopath  murder  come  easy  play  dimensional  plot  device  movie  sociopath  murder  come  easy  .  talk  .  fact  drop  story  crime  scene  may  indicate  reemergence  serial  killer  stan  think  kill  years  earlier  back  story  establish  partially  unclear  flashback  primarily  stilted  conversations  stan  dealer  stan  colleague  unforgivably  irritate  carl  scott  speedman  .  although  differentiate  character  carl  scott  speedman  actor  play  use  parentheses  must  admit  early  on  film  despise  character  much  actually  find  sincerely  wish  harm  on  actor  portray  scott  speedman  .  not  anything  too  fancy  .  not  death  paralysis  necessarily  ..  maybe  herpes  maybe  stage  light  could  fall  on  crush  arm  dangerous  digression  not  edit  out  want  leave  anyone  read  think  pay  see  train  wreck  movie  clear  impression  horrible  wish  feel  stir  even  peaceful  man.well  sort  run  out  steam  ..  course  write  sick  feel  movie  bring  up  subside  head  clear  bite  .  realize  still  invest  time  something  relate  piece  sh  startlingly  similar  wake  up  night  suicidally  heavy  drink  next  heave  form  still  slumber  pound  college  girl  .  first  urge  desperate  desire  flee  .  natural  .',-1
' movie  let  down  decidedly  hard  .  great  concept  ruin  horrible  script  .  story  flow  disjoint  best  .  many  elements  story  not  explain  force  place  out  real  think  .  elements  like  love  story  could  expand  on  bite  cannon  need  write  better  .  whole  main  character  grow  up  thing  need  train  receive  less  stand  around  .  everyone  like  good  little  guy  overcome  story  show  promise  script  failures  .  pyrotechnics  final  battle  sequence  lackluster  due  lack  choreography  .  make  maddeningly  bore  watchit  could  good',-1
' bad  act  bad  light  bad  plot  quality  porno  movie  .  see  interest  home  video  bore  wed  movie  ...  suck  big  time  waste  time  money  on  crap  amaze  allow  kind  smut  even  release  on  video  crime',-1
' really  awful  ...  lead  actor  ok  ...  film  plot  etc  completely  crap  inaccurate  may  well  sequel  well  ...  anything  little  no  relevance  carlitos  way  ...  avoid  like  plague  carlito  ways  fan  ...  no  mention  gail  fact  end  up  bird  no  mention  klienfelt  no  mention  get  catch  no  mention  end  up  jail  ...  attempt  make  like  original  flash  back  begin  ...  honest  rat  look  zero  mark  ...  unfortunately  rate  higher  ...  terrible  attempt  cash  on  one  best  film  ...  overall  approximately  hours  life  waste  ...  action  truly  bore  slow  predictable  ...  carltio  way  fan  avoid  fiasco  ...',-1
